
Época 47300| Train Loss 0.0| Train ACC 1.0| Test loss 22.543380403124992| Test Acc 0.821

*********************************

Época 47400| Train Loss 0.0| Train ACC 1.0| Test loss 22.541960873003042| Test Acc 0.822

*********************************

Época 47500| Train Loss 0.0| Train ACC 1.0| Test loss 22.541960873003042| Test Acc 0.822

*********************************

Época 47600| Train Loss 0.0| Train ACC 1.0| Test loss 22.541960873003042| Test Acc 0.822

*********************************

Época 47700| Train Loss 0.0| Train ACC 1.0| Test loss 22.541960873003042| Test Acc 0.822

*********************************

Época 47800| Train Loss 0.0| Train ACC 1.0| Test loss 22.541960873003042| Test Acc 0.822

*********************************

Época 47900| Train Loss 0.0| Train ACC 1.0| Test loss 22.541960873003042| Test Acc 0.822

*********************************

Época 48000| Train Loss 0.0| Train ACC 1.0| Test loss 22.541960873003042| Test Acc 0.822

*********************************

